course,EX,A,B,C,D,P,F,EX%,A%,B%,C%,D%,P%,F%,session,Avg CGPA
CY39001-PHYSICAL CHEMISTRY LABORATORY II,18,3,0,0,0,0,0,85.71,14.29,0,0,0,0,0,Autumn20,9.86
CY39003-ORGANIC CHEMISTRY LABORATORY II,5,12,1,0,0,0,0,27.78,66.67,5.56,0,0,0,0,Autumn19,9.22
CY39003-ORGANIC CHEMISTRY LABORATORY II,7,8,4,2,0,0,0,33.33,38.1,19.05,9.52,0,0,0,Autumn20,8.95
CY39004-INORGANIC CHEMISTRY LABORATORY II,1,10,5,2,0,0,0,5.56,55.56,27.78,11.11,0,0,0,Spring20,8.56
CY39004-INORGANIC CHEMISTRY LABORATORY II,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Spring21,#DIV/0!
"CY41005-INORGANIC CHEMISTRY: PRINCIPLE,STRUCTURE & REACTIVITY",2,8,3,0,3,1,0,11.76,47.06,17.65,0,17.65,5.88,0,Autumn20,8.18
CY41007-GROUP THEORY FOR CHEMISTS,0,1,3,9,2,1,0,0,6.25,18.75,56.25,12.5,6.25,0,Autumn20,7.06
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,0,5,4,5,2,3,0,0,26.32,21.05,26.32,10.53,15.79,0,Autumn19,7.32
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,5,13,3,0,0,0,0,23.81,61.9,14.29,0,0,0,0,Autumn20,9.1
CY41011-PRINCIPLES OF ORGANIC SYNTHESIS,0,0,3,5,6,4,0,0,0,16.67,27.78,33.33,22.22,0,Autumn20,6.39
CY41012-MOLECULAR THERMODYNAMICS & KINETICS,4,4,3,5,2,1,0,21.05,21.05,15.79,26.32,10.53,5.26,0,Spring20,8
CY41012-MOLECULAR THERMODYNAMICS & KINETICS,1,1,7,8,3,1,0,4.76,4.76,33.33,38.1,14.29,4.76,0,Spring21,7.33
CY41014-PRINCIPLES OF ORGANOMETALLICS & BIOINORGNIC CHEMISTRY,0,0,1,5,10,1,0,0,0,5.88,29.41,58.82,5.88,0,Spring21,6.35
CY41016-ANALYTICAL & ENVIRONMENTAL CHEMISTRY,0,2,5,9,2,1,0,0,10.53,26.32,47.37,10.53,5.26,0,Spring20,7.26
CY41016-ANALYTICAL & ENVIRONMENTAL CHEMISTRY,1,5,7,5,3,0,0,4.76,23.81,33.33,23.81,14.29,0,0,Spring21,7.81
CY41018-STRUCTURES & FUNCTION OF BIOMOLECULES,0,3,6,6,3,0,0,0,16.67,33.33,33.33,16.67,0,0,Spring21,7.5
CY49001-ADVANCED INORGANIC CHEMISTRY LABORATORY,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
CY50033-SOLID STATE CHEMISTRY,1,8,6,2,0,1,0,5.56,44.44,33.33,11.11,0,5.56,0,Spring21,8.28
CY60005-,0,3,2,0,0,0,0,0,60,40,0,0,0,0,Autumn20,8.6
CY60101-,0,5,8,2,1,2,0,0,27.78,44.44,11.11,5.56,11.11,0,Autumn20,7.72
CY61038-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
CY61044-,0,5,4,2,3,4,0,0,27.78,22.22,11.11,16.67,22.22,0,Spring21,7.17
CY69101-,0,13,5,0,0,0,0,0,72.22,27.78,0,0,0,0,Autumn20,8.72
DY17003-DIY PROJECT,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
EA10001-EXTRA ACADEMIC ACTIVITY-I,1,10,11,4,4,6,2,2.63,26.32,28.95,10.53,10.53,15.79,5.26,Autumn17,7.32
EA10001-EXTRA ACADEMIC ACTIVITY-I,116,440,322,169,184,111,5,8.61,32.67,23.9,12.55,13.66,8.24,0.37,Autumn18,7.84
EA10001-EXTRA ACADEMIC ACTIVITY-I,126,451,359,350,123,79,24,8.33,29.83,23.74,23.15,8.13,5.22,1.59,Autumn19,7.85
EA10002-EXTRA ACADEMIC ACTIVITY-II,3,13,12,11,8,11,2,5,21.67,20,18.33,13.33,18.33,3.33,Spring18,7.18
EA10002-EXTRA ACADEMIC ACTIVITY-II,123,375,360,226,167,82,5,9.19,28.03,26.91,16.89,12.48,6.13,0.37,Spring19,7.85
EA10002-EXTRA ACADEMIC ACTIVITY-II,154,500,588,163,32,47,14,10.28,33.38,39.25,10.88,2.14,3.14,0.93,Spring20,8.26
EA10003-EXTRA ACADEMIC ACTIVITY-III,84,302,264,219,183,116,1,7.19,25.83,22.58,18.73,15.65,9.92,0.09,Autumn18,7.6
EA10003-EXTRA ACADEMIC ACTIVITY-III,117,261,425,296,137,60,8,8.97,20.02,32.59,22.7,10.51,4.6,0.61,Autumn19,7.78
EA10003-EXTRA ACADEMIC ACTIVITY-III,74,683,597,51,8,9,5,5.19,47.86,41.84,3.57,0.56,0.63,0.35,Autumn20,8.5
EA10004-EXTRA ACADEMIC ACTIVITY-IV,117,262,294,186,173,134,3,10.01,22.41,25.15,15.91,14.8,11.46,0.26,Spring19,7.62
EA10004-EXTRA ACADEMIC ACTIVITY-IV,98,393,486,211,46,60,8,7.53,30.18,37.33,16.21,3.53,4.61,0.61,Spring20,8.06
EA10004-EXTRA ACADEMIC ACTIVITY-IV,208,703,373,92,16,10,15,14.68,49.61,26.32,6.49,1.13,0.71,1.06,Spring21,8.64
EA10005-INDUCTION PROGRAM,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn17,#DIV/0!
EA10005-INDUCTION PROGRAM,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn18,#DIV/0!
EA10005-INDUCTION PROGRAM,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn19,#DIV/0!
EA10007-EXTRA ACADEMIC ACTIVITY-I,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
EA10008-EXTRA ACADEMIC ACTIVITY-II,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
EC21004-SIGNALS AND SYSTEMS,3,19,31,26,10,19,0,2.78,17.59,28.7,24.07,9.26,17.59,0,Spring19,7.28
EC21004-SIGNALS AND SYSTEMS,37,28,27,17,11,6,0,29.37,22.22,21.43,13.49,8.73,4.76,0,Spring20,8.36
EC21004-SIGNALS AND SYSTEMS,15,53,44,19,5,1,0,10.95,38.69,32.12,13.87,3.65,0.73,0,Spring21,8.37
EC21005-NETWORK THEORY,30,22,27,17,9,3,0,27.78,20.37,25,15.74,8.33,2.78,0,Autumn18,8.35
EC21005-NETWORK THEORY,19,43,50,22,5,0,1,13.57,30.71,35.71,15.71,3.57,0,0.71,Autumn20,8.32
EC21005-NETWORK THEORY,13,30,24,34,19,6,0,10.32,23.81,19.05,26.98,15.08,4.76,0,Autumn19,7.73
EC21006-ELECTROMAGNETIC ENGINEERING,23,16,27,31,6,5,0,21.3,14.81,25,28.7,5.56,4.63,0,Spring19,8.04
EC21006-ELECTROMAGNETIC ENGINEERING,30,25,36,25,8,4,0,23.44,19.53,28.13,19.53,6.25,3.13,0,Spring20,8.25
EC21006-ELECTROMAGNETIC ENGINEERING,42,35,50,11,2,2,0,29.58,24.65,35.21,7.75,1.41,1.41,0,Spring21,8.69
EC21008-ANALOG ELECTRONIC CIRCUITS,42,58,57,32,18,12,0,19.18,26.48,26.03,14.61,8.22,5.48,0,Spring19,8.17
EC21008-ANALOG ELECTRONIC CIRCUITS,43,61,69,45,17,19,1,16.86,23.92,27.06,17.65,6.67,7.45,0.39,Spring20,8.03
EC21008-ANALOG ELECTRONIC CIRCUITS,51,92,70,34,19,12,2,18.21,32.86,25,12.14,6.79,4.29,0.71,Spring21,8.28
EC21101-BASIC ELECTRONICS,17,31,50,39,41,18,0,8.67,15.82,25.51,19.9,20.92,9.18,0,Autumn18,7.44
EC21101-BASIC ELECTRONICS,64,87,130,134,111,84,0,10.49,14.26,21.31,21.97,18.2,13.77,0,Spring19,7.36
EC21101-BASIC ELECTRONICS,67,101,41,11,3,1,0,29.91,45.09,18.3,4.91,1.34,0.45,0,Autumn19,8.96
EC21101-BASIC ELECTRONICS,89,126,175,155,92,24,1,13.44,19.03,26.44,23.41,13.9,3.63,0.15,Spring20,7.83
EC21101-BASIC ELECTRONICS,76,126,37,9,0,1,0,30.52,50.6,14.86,3.61,0,0.4,0,Autumn20,9.07
EC21101-BASIC ELECTRONICS,145,235,214,94,59,6,0,19.26,31.21,28.42,12.48,7.84,0.8,0,Spring21,8.39
EC21103-INTRODUCTION TO ELECTRONICS,56,124,91,41,8,2,0,17.39,38.51,28.26,12.73,2.48,0.62,0,Autumn18,8.54
EC21103-INTRODUCTION TO ELECTRONICS,46,84,105,68,41,31,0,12.27,22.4,28,18.13,10.93,8.27,0,Autumn19,7.82
EC21103-INTRODUCTION TO ELECTRONICS,108,144,101,33,17,3,3,26.41,35.21,24.69,8.07,4.16,0.73,0.73,Autumn20,8.67
EC21107-SEMICONDUCTOR DEVICES,8,22,19,32,22,13,0,6.9,18.97,16.38,27.59,18.97,11.21,0,Autumn18,7.34
EC21107-SEMICONDUCTOR DEVICES,8,12,30,27,36,23,0,5.88,8.82,22.06,19.85,26.47,16.91,0,Autumn19,6.97
EC21107-SEMICONDUCTOR DEVICES,9,87,42,5,0,2,0,6.21,60,28.97,3.45,0,1.38,0,Autumn20,8.65
EC29001-BASIC ELECTRONICS LAB.,30,61,65,30,9,1,0,15.31,31.12,33.16,15.31,4.59,0.51,0,Autumn18,8.36
EC29001-BASIC ELECTRONICS LAB.,110,248,146,73,22,11,0,18.03,40.66,23.93,11.97,3.61,1.8,0,Spring19,8.52
EC29001-BASIC ELECTRONICS LAB.,54,92,36,22,13,7,0,24.11,41.07,16.07,9.82,5.8,3.13,0,Autumn19,8.58
EC29001-BASIC ELECTRONICS LAB.,503,124,23,1,4,2,3,76.21,18.79,3.48,0.15,0.61,0.3,0.45,Spring20,9.67
EC29001-BASIC ELECTRONICS LAB.,111,116,18,1,2,0,1,44.58,46.59,7.23,0.4,0.8,0,0.4,Autumn20,9.32
EC29001-BASIC ELECTRONICS LAB.,180,399,139,24,2,1,7,23.94,53.06,18.48,3.19,0.27,0.13,0.93,Spring21,8.93
EC29003-INTRODUCTION TO ELECTRONICS LAB.,57,154,87,14,8,1,1,17.7,47.83,27.02,4.35,2.48,0.31,0.31,Autumn18,8.72
EC29003-INTRODUCTION TO ELECTRONICS LAB.,79,152,104,24,14,2,0,21.07,40.53,27.73,6.4,3.73,0.53,0,Autumn19,8.67
EC29003-INTRODUCTION TO ELECTRONICS LAB.,153,178,46,21,4,2,5,37.41,43.52,11.25,5.13,0.98,0.49,1.22,Autumn20,9.05
EC29004-DEVICES LABORATORY,14,64,21,7,2,0,0,12.96,59.26,19.44,6.48,1.85,0,0,Spring19,8.75
EC29004-DEVICES LABORATORY,24,80,20,2,0,0,0,19.05,63.49,15.87,1.59,0,0,0,Spring20,9
EC29004-DEVICES LABORATORY,35,76,22,2,1,1,1,25.36,55.07,15.94,1.45,0.72,0.72,0.72,Spring21,8.98
EC29005-NETWORK THEORY LAB.,36,20,37,12,3,0,0,33.33,18.52,34.26,11.11,2.78,0,0,Autumn18,8.69
EC29005-NETWORK THEORY LAB.,29,51,37,3,0,0,0,24.17,42.5,30.83,2.5,0,0,0,Autumn19,8.88
EC29005-NETWORK THEORY LAB.,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
EC29008-ANALOG  CIRCUITS LAB.,66,106,33,10,1,1,1,30.28,48.62,15.14,4.59,0.46,0.46,0.46,Spring19,9
EC29008-ANALOG  CIRCUITS LAB.,74,115,40,14,6,5,1,29.02,45.1,15.69,5.49,2.35,1.96,0.39,Spring20,8.85
EC29008-ANALOG  CIRCUITS LAB.,88,99,44,18,23,6,2,31.43,35.36,15.71,6.43,8.21,2.14,0.71,Spring21,8.66
EC31001-ANALOG COMMUNICATION,39,34,21,15,10,8,0,30.71,26.77,16.54,11.81,7.87,6.3,0,Autumn19,8.42
EC31001-ANALOG COMMUNICATION,30,41,66,3,2,0,1,20.98,28.67,46.15,2.1,1.4,0,0.7,Autumn20,8.63
EC31002-DIGITAL COMMUNICATION,36,20,37,9,5,4,0,32.43,18.02,33.33,8.11,4.5,3.6,0,Spring20,8.55
EC31002-DIGITAL COMMUNICATION,7,15,40,40,17,4,0,5.69,12.2,32.52,32.52,13.82,3.25,0,Spring21,7.54
EC31003-DIGITAL ELECTRONIC CIRCUITS,21,34,49,42,49,19,3,9.68,15.67,22.58,19.35,22.58,8.76,1.38,Autumn19,7.39
EC31003-DIGITAL ELECTRONIC CIRCUITS,42,102,61,19,14,5,1,17.21,41.8,25,7.79,5.74,2.05,0.41,Autumn20,8.49
EC31004-VLSI ENGG.,14,22,34,23,8,6,0,13.08,20.56,31.78,21.5,7.48,5.61,0,Spring20,7.93
EC31004-VLSI ENGG.,28,53,29,4,4,3,0,23.14,43.8,23.97,3.31,3.31,2.48,0,Spring21,8.73
EC31005-RF & MICROWAVE ENGINEERING,13,16,26,17,23,13,0,12.04,14.81,24.07,15.74,21.3,12.04,0,Autumn19,7.44
EC31005-RF & MICROWAVE ENGINEERING,25,43,39,9,2,4,1,20.33,34.96,31.71,7.32,1.63,3.25,0.81,Autumn20,8.52
EC31006-MICROCONTROLLER & EMBEDDED SYSTEMS,39,51,12,5,0,0,0,36.45,47.66,11.21,4.67,0,0,0,Spring20,9.16
EC31006-MICROCONTROLLER & EMBEDDED SYSTEMS,35,63,19,3,2,1,0,28.46,51.22,15.45,2.44,1.63,0.81,0,Spring21,9
EC31008-DIGITAL SIGNAL PROCESSING,13,20,23,19,23,10,0,12.04,18.52,21.3,17.59,21.3,9.26,0,Spring20,7.55
EC31008-DIGITAL SIGNAL PROCESSING,22,52,33,11,3,3,0,17.74,41.94,26.61,8.87,2.42,2.42,0,Spring21,8.56
EC39001-ANALOG COMMUNICATIONS LAB.,24,36,38,4,3,0,0,22.86,34.29,36.19,3.81,2.86,0,0,Autumn19,8.7
EC39001-ANALOG COMMUNICATIONS LAB.,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
EC39002-DIGITAL COMMUNICATION LABORATORY,35,52,14,4,0,0,0,33.33,49.52,13.33,3.81,0,0,0,Spring20,9.12
EC39002-DIGITAL COMMUNICATION LABORATORY,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Spring21,#DIV/0!
EC39003-DIGITAL ELECTRONIC CIRCUITS LAB.,66,67,49,18,15,1,2,30.28,30.73,22.48,8.26,6.88,0.46,0.92,Autumn19,8.64
EC39003-DIGITAL ELECTRONIC CIRCUITS LAB.,119,75,33,12,5,1,1,48.37,30.49,13.41,4.88,2.03,0.41,0.41,Autumn20,9.15
EC39004-VLSI LABORATORY,72,22,9,3,0,1,0,67.29,20.56,8.41,2.8,0,0.93,0,Spring20,9.5
EC39004-VLSI LABORATORY,39,52,26,2,3,0,0,31.97,42.62,21.31,1.64,2.46,0,0,Spring21,9
EC39005-MICROWAVE LABORATORY,15,37,39,10,6,1,0,13.89,34.26,36.11,9.26,5.56,0.93,0,Autumn19,8.39
EC39005-MICROWAVE LABORATORY,25,45,39,7,3,2,2,20.33,36.59,31.71,5.69,2.44,1.63,1.63,Autumn20,8.55
EC39006-DSP LABORATORY,35,36,21,11,3,1,1,32.41,33.33,19.44,10.19,2.78,0.93,0.93,Spring20,8.76
EC39006-DSP LABORATORY,51,54,14,3,0,1,1,41.13,43.55,11.29,2.42,0,0.81,0.81,Spring21,9.18
EC47007-PROJECT-I,35,27,14,0,0,1,3,43.75,33.75,17.5,0,0,1.25,3.75,Autumn20,9.03
EC48001-INDUSTRIAL TRAINING,16,24,8,0,0,0,0,33.33,50,16.67,0,0,0,0,Autumn20,9.17
EC49001-MICROCONTROLLER SYSTEMS LABORATORY,21,56,26,2,0,0,1,19.81,52.83,24.53,1.89,0,0,0.94,Autumn20,8.87
EC60002-,2,2,0,0,1,0,0,40,40,0,0,20,0,0,Spring21,8.8
EC60004-,0,7,2,0,0,0,0,0,77.78,22.22,0,0,0,0,Spring20,8.78
EC60004-,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring19,8
EC60004-,0,0,2,0,0,1,0,0,0,66.67,0,0,33.33,0,Spring21,7
EC60006-,0,1,4,0,0,0,0,0,20,80,0,0,0,0,Spring21,8.2
EC60007-,0,4,13,4,0,0,0,0,19.05,61.9,19.05,0,0,0,Autumn20,8
EC60007-,0,2,2,3,1,0,0,0,25,25,37.5,12.5,0,0,Autumn19,7.63
EC60011-,5,3,6,3,0,0,0,29.41,17.65,35.29,17.65,0,0,0,Autumn20,8.59
EC60012-,0,1,3,1,0,0,0,0,20,60,20,0,0,0,Spring21,8
EC60013-,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Autumn20,10
EC60021-,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn20,7
EC60023-,0,1,2,0,0,0,0,0,33.33,66.67,0,0,0,0,Autumn20,8.33
EC60052-,2,1,2,0,0,0,0,40,20,40,0,0,0,0,Spring21,9
EC60054-,2,2,1,0,0,0,0,40,40,20,0,0,0,0,Spring21,9.2
EC60064-,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring21,10
EC60074-,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
EC60083-,2,1,3,1,0,0,0,28.57,14.29,42.86,14.29,0,0,0,Autumn20,8.57
EC60085-,0,1,1,0,1,0,0,0,33.33,33.33,0,33.33,0,0,Autumn20,7.67
EC60091-,13,44,10,0,0,0,0,19.4,65.67,14.93,0,0,0,0,Autumn20,9.04
EC60091-,2,1,0,0,0,0,0,66.67,33.33,0,0,0,0,0,Autumn19,9.67
EC60094-,2,1,1,0,0,0,0,50,25,25,0,0,0,0,Spring21,9.25
EC60101-,1,2,0,0,0,0,0,33.33,66.67,0,0,0,0,0,Autumn20,9.33
EC60104-,0,0,1,1,0,0,0,0,0,50,50,0,0,0,Spring21,7.5
EC60110-,0,1,0,0,1,0,0,0,50,0,0,50,0,0,Spring21,7.5
EC60110-,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring19,10
EC60128-,1,4,2,3,0,0,0,10,40,20,30,0,0,0,Spring21,8.3
EC60128-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
EC60132-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
EC60201-,4,7,0,0,0,0,0,36.36,63.64,0,0,0,0,0,Autumn20,9.36
EC60202-,13,1,2,0,0,0,0,81.25,6.25,12.5,0,0,0,0,Spring21,9.69
EC60203-,3,4,4,3,2,0,1,17.65,23.53,23.53,17.65,11.76,0,5.88,Autumn20,7.94
EC60204-,5,7,2,2,0,0,0,31.25,43.75,12.5,12.5,0,0,0,Spring21,8.94
EC60289-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn20,9
EC60291-,5,5,1,4,0,0,0,33.33,33.33,6.67,26.67,0,0,0,Autumn20,8.73
EC60294-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
EC60295-,2,0,0,0,0,0,0,100,0,0,0,0,0,0,Autumn20,10
EC60296-,3,2,0,0,0,0,0,60,40,0,0,0,0,0,Spring21,9.6
EC60296-,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
EC60297-,7,1,1,0,1,0,0,70,10,10,0,10,0,0,Autumn20,9.3
EC60301-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn20,9
EC60501-,3,19,20,8,2,0,0,5.77,36.54,38.46,15.38,3.85,0,0,Autumn20,8.25
EC60502-,2,14,16,20,5,3,0,3.33,23.33,26.67,33.33,8.33,5,0,Spring21,7.65
EC60503-,7,28,9,4,0,0,0,14.58,58.33,18.75,8.33,0,0,0,Autumn20,8.79
EC60504-,12,35,1,1,0,0,0,24.49,71.43,2.04,2.04,0,0,0,Spring21,9.18
EC60601-,2,2,3,0,0,0,0,28.57,28.57,42.86,0,0,0,0,Autumn20,8.86
EC60603-,1,2,2,0,0,0,0,20,40,40,0,0,0,0,Autumn20,8.8
EC61032-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
EC61066-,0,2,1,0,0,0,0,0,66.67,33.33,0,0,0,0,Spring21,8.67
EC61405-,1,2,0,0,0,0,0,33.33,66.67,0,0,0,0,0,Autumn20,9.33
EC61409-,4,1,7,3,3,2,0,20,5,35,15,15,10,0,Autumn20,7.7
EC61409-,1,0,3,2,1,0,0,14.29,0,42.86,28.57,14.29,0,0,Autumn19,7.71
EC66001-,3,3,0,3,0,5,0,21.43,21.43,0,21.43,0,35.71,0,Spring20,7.36
EC69023-,1,2,2,0,0,0,0,20,40,40,0,0,0,0,Autumn20,8.8
EC69202-,4,3,2,0,0,0,0,44.44,33.33,22.22,0,0,0,0,Spring21,9.22
EC69402-,1,1,1,0,2,0,0,20,20,20,0,40,0,0,Spring21,7.8
EC69502-,14,26,2,0,0,0,0,33.33,61.9,4.76,0,0,0,0,Spring21,9.29
EE11001-ELECTRICAL TECHNOLOGY,31,89,107,110,105,124,2,5.46,15.67,18.84,19.37,18.49,21.83,0.35,Autumn17,7.03
EE11001-ELECTRICAL TECHNOLOGY,26,62,104,175,127,117,2,4.24,10.11,16.97,28.55,20.72,19.09,0.33,Spring18,6.9
EE11001-ELECTRICAL TECHNOLOGY,37,88,148,135,121,111,2,5.76,13.71,23.05,21.03,18.85,17.29,0.31,Autumn18,7.13
EE11001-ELECTRICAL TECHNOLOGY,38,94,113,147,183,95,1,5.66,14.01,16.84,21.91,27.27,14.16,0.15,Spring19,7.06
EE11001-ELECTRICAL TECHNOLOGY,82,99,147,142,129,123,0,11.36,13.71,20.36,19.67,17.87,17.04,0,Autumn19,7.3
EE11001-ELECTRICAL TECHNOLOGY,89,145,156,194,113,50,1,11.9,19.39,20.86,25.94,15.11,6.68,0.13,Spring20,7.66
EE11003-ELECTRICAL TECHNOLOGY,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Autumn19,8
EE19001-ELECTRICAL TECHNOLOGY LAB.,38,216,226,69,16,3,0,6.69,38.03,39.79,12.15,2.82,0.53,0,Autumn17,8.32
EE19001-ELECTRICAL TECHNOLOGY LAB.,37,203,206,115,38,12,1,6.05,33.17,33.66,18.79,6.21,1.96,0.16,Spring18,8.08
EE19001-ELECTRICAL TECHNOLOGY LAB.,35,191,245,107,40,21,3,5.45,29.75,38.16,16.67,6.23,3.27,0.47,Autumn18,8
EE19001-ELECTRICAL TECHNOLOGY LAB.,49,222,255,96,30,18,1,7.3,33.08,38,14.31,4.47,2.68,0.15,Spring19,8.16
EE19001-ELECTRICAL TECHNOLOGY LAB.,77,283,251,81,25,4,1,10.66,39.2,34.76,11.22,3.46,0.55,0.14,Autumn19,8.4
EE19001-ELECTRICAL TECHNOLOGY LAB.,47,286,301,82,21,8,3,6.28,38.24,40.24,10.96,2.81,1.07,0.4,Spring20,8.29
EE21002-ELECTRICAL MACHINES,3,12,16,12,24,14,0,3.7,14.81,19.75,14.81,29.63,17.28,0,Spring19,6.96
EE21002-ELECTRICAL MACHINES,13,29,30,18,6,0,0,13.54,30.21,31.25,18.75,6.25,0,0,Spring20,8.26
EE21002-ELECTRICAL MACHINES,8,51,23,14,5,1,1,7.77,49.51,22.33,13.59,4.85,0.97,0.97,Spring21,8.35
EE21004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS,14,22,28,21,8,17,0,12.73,20,25.45,19.09,7.27,15.45,0,Spring19,7.65
EE21004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS,20,38,51,27,15,7,0,12.66,24.05,32.28,17.09,9.49,4.43,0,Spring20,8
EE21004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS,8,27,51,42,23,10,1,4.94,16.67,31.48,25.93,14.2,6.17,0.62,Spring21,7.51
EE21101-SIGNALS & NETWORKS,24,49,44,63,25,8,2,11.16,22.79,20.47,29.3,11.63,3.72,0.93,Autumn18,7.78
EE21101-SIGNALS & NETWORKS,25,71,63,46,28,15,1,10.04,28.51,25.3,18.47,11.24,6.02,0.4,Autumn19,7.88
EE21101-SIGNALS & NETWORKS,38,125,59,29,9,4,6,14.07,46.3,21.85,10.74,3.33,1.48,2.22,Autumn20,8.44
EE29001-SIGNALS & NETWORKS LAB.,20,59,76,40,16,1,2,9.35,27.57,35.51,18.69,7.48,0.47,0.93,Autumn18,8.07
EE29001-SIGNALS & NETWORKS LAB.,20,92,96,27,10,3,1,8.03,36.95,38.55,10.84,4.02,1.2,0.4,Autumn19,8.29
EE29001-SIGNALS & NETWORKS LAB.,31,73,98,39,20,6,3,11.48,27.04,36.3,14.44,7.41,2.22,1.11,Autumn20,8.1
EE29002-ELECTRICAL MACHINES LAB.,13,27,35,0,0,5,0,16.25,33.75,43.75,0,0,6.25,0,Spring19,8.48
EE29002-ELECTRICAL MACHINES LAB.,7,29,45,9,4,0,0,7.45,30.85,47.87,9.57,4.26,0,0,Spring20,8.28
EE29002-ELECTRICAL MACHINES LAB.,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Spring21,#DIV/0!
EE29004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS LAB.,17,42,34,11,6,0,0,15.45,38.18,30.91,10,5.45,0,0,Spring19,8.48
EE29004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS LAB.,15,79,37,19,5,2,0,9.55,50.32,23.57,12.1,3.18,1.27,0,Spring20,8.47
EE29004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS LAB.,21,64,50,22,4,0,1,12.96,39.51,30.86,13.58,2.47,0,0.62,Spring21,8.44
EE30004-EMBEDDED SYSTEMS,3,28,36,35,4,3,1,2.73,25.45,32.73,31.82,3.64,2.73,0.91,Spring20,7.8
EE30004-EMBEDDED SYSTEMS,7,40,46,18,11,2,0,5.65,32.26,37.1,14.52,8.87,1.61,0,Spring21,8.06
EE30012-ELECTROMAGNETIC THEORY & APPL,2,6,6,8,7,6,0,5.71,17.14,17.14,22.86,20,17.14,0,Spring20,7.14
EE30012-ELECTROMAGNETIC THEORY & APPL,2,6,10,11,5,0,0,5.88,17.65,29.41,32.35,14.71,0,0,Spring21,7.68
EE30024-ILLUMINATION AND ELECTRICAL SERVICES,2,4,10,11,10,0,0,5.41,10.81,27.03,29.73,27.03,0,0,Autumn19,7.38
EE30024-ILLUMINATION AND ELECTRICAL SERVICES,17,11,4,0,0,0,0,53.13,34.38,12.5,0,0,0,0,Autumn20,9.41
EE31002-POWER SYSTEMS,7,13,22,26,12,0,0,8.75,16.25,27.5,32.5,15,0,0,Spring20,7.71
EE31002-POWER SYSTEMS,18,45,15,13,1,0,0,19.57,48.91,16.3,14.13,1.09,0,0,Spring21,8.72
EE31009-CONTROL SYSTEM ENGINEERING,15,39,74,50,23,15,2,6.88,17.89,33.94,22.94,10.55,6.88,0.92,Autumn19,7.63
EE31009-CONTROL SYSTEM ENGINEERING,16,51,105,59,11,3,1,6.5,20.73,42.68,23.98,4.47,1.22,0.41,Autumn20,7.96
